index,company_id,company_name,total,handled,valuable,ICP,domain,institution
1000,北京右划网络科技有限公司,https://www.butian.net/Company/61232,5,4,0,N/A,N/A,N/A
1001,上海竟跃网络科技有限公司,https://www.butian.net/Company/61231,11,8,0,沪ICP备16025635号-1,www.lygou.cc,企业
1002,全友家私有限公司,https://www.butian.net/Company/61229,37,18,1,蜀ICP备13002186号-3,www.quanyou.cn,企业
1003,红彤汽车,https://www.butian.net/Company/61228,13,10,1,N/A,N/A,N/A
1004,深圳新闻网传媒股份有限公司,https://www.butian.net/Company/61227,15,12,1,粤ICP备16092393号-5,www.luoohu.com,企业
1005,外教社,https://www.butian.net/Company/61222,41,26,1,N/A,N/A,N/A
1006,大同市人民政府办公厅,https://www.butian.net/Company/61221,1,0,0,N/A,N/A,N/A
1007,徐州市中心医院,https://www.butian.net/Company/61220,15,13,1,N/A,N/A,N/A
1008,汇桔网,https://www.butian.net/Company/61218,22,16,1,N/A,N/A,N/A
1009,广州阿拉丁物联网络科技股份有限公司,https://www.butian.net/Company/61217,27,18,1,粤ICP备13078266号-20,www.gyhwy.com,企业
1010,北京逗游网终技术有限公司,https://www.butian.net/Company/61214,8,1,0,N/A,N/A,N/A
1011,太仓市生产力促进中心,https://www.butian.net/Company/61213,9,9,0,N/A,N/A,N/A
1012,安徽省皖北煤电集团有限责任公司,https://www.butian.net/Company/61212,13,1,0,皖ICP备06003399号-1,www.wbmd.cn,企业
1013,重庆长安汽车,https://www.butian.net/Company/61211,74,17,1,N/A,N/A,N/A
1014,秦皇岛市五六七七零网络科技有限公司,https://www.butian.net/Company/61210,10,6,0,N/A,N/A,N/A
1015,广东绿瘦电子商务有限公司,https://www.butian.net/Company/61209,25,9,0,粤ICP备13080789号-38,www.lvshou.com,企业
1016,成都融政通互联网信息服务有限公司,https://www.butian.net/Company/61207,6,0,0,N/A,N/A,N/A
1017,浙江齐聚科技有限公司,https://www.butian.net/Company/61202,37,31,1,浙B2-20090246-12,www.shenhua55.com,企业
1018,南昌市科学技术局,https://www.butian.net/Company/61198,11,11,1,N/A,N/A,N/A
1019,广西工商职业学院,https://www.butian.net/Company/61194,15,4,0,N/A,N/A,N/A
1020,吉林省社会保险事业管理局,https://www.butian.net/Company/61193,6,3,0,吉ICP备05005982号-2,www.jlsi.jl.gov.cn,事业单位
1021,杭州红易图网络科技有限公司,https://www.butian.net/Company/61192,18,14,1,浙ICP备09012673号-1,www.red123.com,企业
1022,北京思拓合众科技有限公司,https://www.butian.net/Company/61191,20,3,0,京ICP备09082107号-7,www.zhimeizhuli.com,企业
1023,深圳市蜕变传媒有限公司,https://www.butian.net/Company/61190,0,0,0,N/A,N/A,N/A
1024,宁波市质量技术监督局,https://www.butian.net/Company/61189,6,6,0,N/A,N/A,N/A
1025,海南大学,https://www.butian.net/Company/61188,34,25,1,琼ICP备05000523号-2,www.hainanu.edu.cn,事业单位
1026,中银国际期货有限责任公司,https://www.butian.net/Company/61185,2,2,0,沪ICP备08012798号-1,www.zygjqh.com,企业
1027,深圳联通,https://www.butian.net/Company/61183,233,187,1,N/A,N/A,N/A
1028,渤海人寿保险股份有限公司,https://www.butian.net/Company/61182,23,15,1,津ICP备15001549号-2,www.ebohailife.net,企业
1029,安徽省劳动就业服务局,https://www.butian.net/Company/61181,10,10,1,皖ICP备16024713号-4,www.ygjy.ah.gov.cn,事业单位
1030,杭州绿云科技有限公司,https://www.butian.net/Company/61176,23,9,0,浙ICP备11052993号-2,www.ihotel.cn,企业
1031,太原科技大学,https://www.butian.net/Company/61175,36,35,1,晋ICP备11007549号-1,www.tyust.edu.cn,事业单位
1032,深圳星聚网络有限公司,https://www.butian.net/Company/61174,15,0,0,N/A,N/A,N/A
1033,中国(太原)煤炭交易中心,https://www.butian.net/Company/61171,11,4,0,N/A,N/A,N/A
1034,北京六趣网络科技有限公司,https://www.butian.net/Company/61170,22,19,1,京ICP备13038039号-2,www.66rpg.com,企业
1035,温州医科大,https://www.butian.net/Company/61169,61,18,1,N/A,N/A,N/A
1036,广东省地质调查院,https://www.butian.net/Company/61167,0,0,0,粤ICP备19049431号-1,www.gdgsi.com,事业单位
1037,安徽新辉传媒有限公司,https://www.butian.net/Company/61165,1,1,0,N/A,N/A,N/A
1038,宜昌市人民政府,https://www.butian.net/Company/61160,11,10,1,N/A,N/A,N/A
1039,宝应县人民政府,https://www.butian.net/Company/61159,6,0,0,N/A,N/A,N/A
1040,长江大学工程技术学院首页,https://www.butian.net/Company/61156,4,0,0,N/A,N/A,N/A
1041,猎聘,https://www.butian.net/Company/61154,5,0,0,N/A,N/A,N/A
1042,人民大学,https://www.butian.net/Company/61152,191,126,1,N/A,N/A,N/A
1043,北京博图纵横科技有限责任公司,https://www.butian.net/Company/61140,14,13,1,京ICP备14000729号-4,www.btzh.net,企业
1044,重庆猪八戒网络有限公司,https://www.butian.net/Company/61137,9,5,0,N/A,N/A,N/A
1045,artron,https://www.butian.net/Company/61135,21,16,1,N/A,N/A,N/A
1046,湖南省委党校,https://www.butian.net/Company/61134,1,1,0,N/A,N/A,N/A
1047,铜仁市环境保护局,https://www.butian.net/Company/61131,1,0,0,N/A,N/A,N/A
1048,沛县新闻中心,https://www.butian.net/Company/61128,9,0,0,N/A,N/A,N/A
1049,一汽大众,https://www.butian.net/Company/61122,101,57,1,N/A,N/A,N/A
1050,上海佰集信息科技有限公司,https://www.butian.net/Company/61121,11,1,0,沪ICP备11018329号-7,www.jianshuapl.com,企业
1051,兰铁信息技术有限责任公司,https://www.butian.net/Company/61118,4,3,0,N/A,N/A,N/A
1052,无锡市新视点网络科技有限公司,https://www.butian.net/Company/61116,5,2,0,苏ICP备09042555号-13,www.szpwjg.com,企业
1053,上海寻梦信息技术有限公司,https://www.butian.net/Company/61114,8,2,0,沪ICP备15010535号-13,www.pinduoduo.com,企业
1054,湖北荆楚网络科技股份有限公司,https://www.butian.net/Company/61105,13,0,0,鄂ICP备13000573号-1,www.cnhubei.com,企业
1055,马鞍山市住房公积金管理中心,https://www.butian.net/Company/61104,2,2,0,皖ICP备20013290号-2,www.masgjj.cn,事业单位
1056,四川省科学技术厅,https://www.butian.net/Company/61095,13,12,1,蜀ICP备20023911号-1,202.61.89.223,政府机关
1057,上海厚本金融信息服务有限公司,https://www.butian.net/Company/61093,6,2,0,N/A,N/A,N/A
1058,深圳市洛克婚戒网络科技有限公司,https://www.butian.net/Company/61091,32,20,1,N/A,N/A,N/A
1059,深圳前海百递网络有限公司,https://www.butian.net/Company/61088,13,4,0,粤ICP备14085002号-5,www.kuaidi100.com,企业
1060,深圳市立创电子商务有限公司,https://www.butian.net/Company/61087,12,0,0,粤ICP备13005967号-9,www.szicsc.com,企业
1061,深圳市嘉立创科技发展有限公司,https://www.butian.net/Company/61086,3,0,0,N/A,N/A,N/A
1062,瑞丽航空有限公司,https://www.butian.net/Company/61081,9,7,0,N/A,N/A,N/A
1063,华测检测,https://www.butian.net/Company/61077,12,0,0,N/A,N/A,N/A
1064,北京爱书客,https://www.butian.net/Company/61072,51,20,1,N/A,N/A,N/A
1065,铜川市人力资源和社会保障局,https://www.butian.net/Company/61071,7,0,0,陕ICP备17015419号-5,www.sso.tongchuanhrss.gov.cn,政府机关
1066,中智,https://www.butian.net/Company/61064,22,4,0,N/A,N/A,N/A
1067,海南赞赞网络科技有限公司,https://www.butian.net/Company/61062,14,10,1,N/A,N/A,N/A
1068,西南科技大学,https://www.butian.net/Company/61060,89,80,1,蜀ICP备13012090号-1,www.swust.edu.cn,事业单位
1069,安徽省物价局,https://www.butian.net/Company/61055,10,0,0,N/A,N/A,N/A
1070,湖南水利水电职业技术学院,https://www.butian.net/Company/61050,4,4,0,湘ICP备09024457号-1,www.hnslsdxy.com,事业单位
1071,鄂尔多斯市金威建设集团有限公司,https://www.butian.net/Company/61049,24,1,0,N/A,N/A,N/A
1072,ZAMS,https://www.butian.net/Company/61044,5,0,0,N/A,N/A,N/A
1073,上海羽客信息科技有限公司,https://www.butian.net/Company/61043,2,0,0,沪ICP备09061335号-4,www.friendbonushub.com,企业
1074,张家港市人力资源和社会保障局,https://www.butian.net/Company/61042,4,4,0,苏ICP备2021007068号-1,218.4.136.208,政府机关
1075,中国航空报社,https://www.butian.net/Company/61041,9,8,0,N/A,N/A,N/A
1076,保定市人力资源和社会保障局,https://www.butian.net/Company/61040,2,0,0,冀ICP备15026174号-2,www.rsj.baoding.gov.cn,政府机关
1077,广州摩拉网络科技有限公司,https://www.butian.net/Company/61039,9,2,0,N/A,N/A,N/A
1078,株洲新闻网广告部,https://www.butian.net/Company/61035,6,6,0,N/A,N/A,N/A
1079,安徽省人民政府网站,https://www.butian.net/Company/61028,10,0,0,N/A,N/A,N/A
1080,中共宿迁市宿城区委组织部,https://www.butian.net/Company/61027,2,0,0,N/A,N/A,N/A
1081,脚本之家网,https://www.butian.net/Company/61025,16,11,1,N/A,N/A,N/A
1082,浙江省乐清市教育局,https://www.butian.net/Company/61022,12,12,1,N/A,N/A,N/A
1083,安徽省公安厅网站群,https://www.butian.net/Company/61019,7,2,0,N/A,N/A,N/A
1084,西安建设工程交易中心,https://www.butian.net/Company/61015,13,13,1,N/A,N/A,N/A
1085,湖南省直单位住房公积金管理中心,https://www.butian.net/Company/61011,8,0,0,湘ICP备05007182号-1,www.xzgjj.com,事业单位
1086,宿迁人力资源和社会保障局,https://www.butian.net/Company/61009,1,0,0,N/A,N/A,N/A
1087,湖州市大数据管理中心,https://www.butian.net/Company/61008,5,0,0,N/A,N/A,N/A
1088,湖北省教育考试院,https://www.butian.net/Company/61007,4,2,0,鄂ICP备17028011号-2,www.hubeixuekao.com,事业单位
1089,微乐商城,https://www.butian.net/Company/61006,19,2,0,N/A,N/A,N/A
1090,千钧万博（北京）信息技术有限公司,https://www.butian.net/Company/61003,7,7,0,京ICP备09080754号-1,www.techweb.com.cn,企业
1091,宿迁市电子政务办公室,https://www.butian.net/Company/61001,36,2,0,N/A,N/A,N/A
1092,北京纷扬科技有限责任公司,https://www.butian.net/Company/61000,6,5,0,京ICP备2022031938号-6,www.fenxiangcrm.com,企业
1093,广州市和能投资有限公司,https://www.butian.net/Company/60996,2,0,0,N/A,N/A,N/A
1094,贵港市住房公积金管理中心,https://www.butian.net/Company/60994,1,0,0,桂ICP备07501440号-3,www.zfgjj.gxgg.gov.cn,事业单位
1095,十堰市人民政府门户网站,https://www.butian.net/Company/60992,9,6,0,N/A,N/A,N/A
1096,安徽深燃天然气有限公司,https://www.butian.net/Company/60987,4,3,0,N/A,N/A,N/A
1097,西安普惠健康体检有限公司,https://www.butian.net/Company/60973,24,2,0,陕ICP备11008537号-2,222.90.212.62,企业
1098,南通市人力资源和社会保障局,https://www.butian.net/Company/60971,13,13,1,N/A,N/A,N/A
1099,邢台市人力资源和社会保障局,https://www.butian.net/Company/60968,4,2,0,冀ICP备12018814号-6,www.hext.lss.gov.cn,政府机关
1100,宜春职业技术学院,https://www.butian.net/Company/60961,31,17,1,N/A,N/A,N/A
1101,M800,https://www.butian.net/Company/60959,2,2,0,N/A,N/A,N/A
1102,江西水利职业学院,https://www.butian.net/Company/60958,21,21,1,N/A,N/A,N/A
1103,江西航空职业技术学院,https://www.butian.net/Company/60955,13,11,1,赣ICP备2022006732号-1,www.jhzyedu.cn,民办非企业单位
1104,南昌理工学院,https://www.butian.net/Company/60954,40,29,1,赣ICP备12004272号-3,www.gqkj.com.cn,民办非企业单位
1105,上饶师范学院,https://www.butian.net/Company/60952,14,12,1,赣ICP备05002080号-1,www.sru.jx.cn,事业单位
1106,江西师范高等专科学校,https://www.butian.net/Company/60935,15,13,1,赣ICP备17002643号-2,www.jxsfgz.com,事业单位
1107,井冈山大学,https://www.butian.net/Company/60933,0,0,0,赣ICP备05001231号-2,www.jgs360.cn,事业单位
1108,广州中缆信息科技有限公司,https://www.butian.net/Company/60932,24,22,1,粤ICP备12041652号-32,www.zhonglanjob.com,企业
1109,得仕股份有限公司,https://www.butian.net/Company/60931,1,0,0,沪ICP备10017814号-1,www.daysservices.com,企业
1110,sitc,https://www.butian.net/Company/60929,10,0,0,N/A,N/A,N/A
1111,江西机电职业技术学院,https://www.butian.net/Company/60928,8,5,0,赣ICP备14005714号-1,www.jxjdxy.edu.cn,事业单位
1112,江西医学高等专科学校,https://www.butian.net/Company/60927,11,11,1,赣ICP备19010140号-1,www.jxyxgz.cn,事业单位
1113,江西旅游商贸职业学院,https://www.butian.net/Company/60926,26,23,1,赣ICP备10004216号-3,www.jxlsxy.edu.cn,事业单位
1114,赣州师范高等专科学校,https://www.butian.net/Company/60925,12,11,1,赣ICP备10004024号-1,www.ganzhsz.cn,事业单位
1115,江西建设职业技术学院,https://www.butian.net/Company/60922,12,12,1,赣ICP备14006002号-3,www.jxjsxy.edu.cn,事业单位
1116,河北航空,https://www.butian.net/Company/60907,11,5,0,N/A,N/A,N/A
1117,台州日报社,https://www.butian.net/Company/60898,6,2,0,N/A,N/A,N/A
1118,乐山创艺网络科技有限公司,https://www.butian.net/Company/60897,3,1,0,N/A,N/A,N/A
1119,无二之旅,https://www.butian.net/Company/60895,2,2,0,N/A,N/A,N/A
1120,上海比璟网络科技有限公司,https://www.butian.net/Company/60893,4,0,0,N/A,N/A,N/A
1121,郑州轨道交通有限公司,https://www.butian.net/Company/60891,29,26,1,N/A,N/A,N/A
1122,海大集团,https://www.butian.net/Company/60883,40,39,1,N/A,N/A,N/A
1123,郑州市中奥网络技术有限公司,https://www.butian.net/Company/60876,5,3,0,N/A,N/A,N/A
1124,河南电子音像出版社有限公司,https://www.butian.net/Company/60875,19,4,0,豫ICP备09007830号-1,www.zzstep.com,企业
1125,南阳市人力资源和社会保障局,https://www.butian.net/Company/60872,4,4,0,豫ICP备17003487号-1,www.nyrsj.gov.cn,政府机关
1126,厦门青瓷数码技术有限公司,https://www.butian.net/Company/60871,23,20,1,闽ICP备14007816号-6,www.qcplay3.com,企业
1127,山东博科科学仪器有限公司,https://www.butian.net/Company/60870,30,28,1,鲁ICP备17040084号-6,www.olabo.net.cn,企业
1128,深圳市龙岗中心医院,https://www.butian.net/Company/60869,4,1,0,N/A,N/A,N/A
1129,宿迁市宿城区委组织部,https://www.butian.net/Company/60863,5,0,0,N/A,N/A,N/A
1130,中共江苏省委组织部,https://www.butian.net/Company/60857,7,5,0,N/A,N/A,N/A
1131,江西贪玩信息技术有限公司,https://www.butian.net/Company/60855,13,8,0,赣ICP备16012630号-8,www.91tw.net,企业
1132,广州电信互创中心,https://www.butian.net/Company/60854,3,1,0,N/A,N/A,N/A
1133,河北艺术职业学院,https://www.butian.net/Company/60852,11,11,1,N/A,N/A,N/A
1134,北京鑫方盛五金交电有限公司,https://www.butian.net/Company/60851,60,59,1,N/A,N/A,N/A
1135,宜宾创享网络科技有限责任公司,https://www.butian.net/Company/60850,11,11,1,蜀ICP备12011515号-5,www.0831home.net,企业
1136,大童保险销售服务有限公司,https://www.butian.net/Company/60849,16,11,1,京ICP备12000891号-4,www.dtinsure.cn,企业
1137,渭南政法网,https://www.butian.net/Company/60848,1,0,0,N/A,N/A,N/A
1138,杭州大搜车汽车服务有限公司,https://www.butian.net/Company/60847,32,30,1,浙ICP备16047798号-1,www.tangeche.cn,企业
1139,武汉市园林和林业局,https://www.butian.net/Company/60844,3,1,0,鄂ICP备20001417号-1,www.ylj.wuhan.gov.cn,政府机关
1140,北京市海淀区新闻中心,https://www.butian.net/Company/60841,8,4,0,N/A,N/A,N/A
1141,深圳市人力资源和社会保障局,https://www.butian.net/Company/60837,10,9,0,粤ICP备10052879号-5,www.hrss.sz.gov.cn,政府机关
1142,信元公众信息发展有限责任公司,https://www.butian.net/Company/60832,19,0,0,京ICP备10010757号-19,www.ct5g.cn,企业
1143,健康在线,https://www.butian.net/Company/60830,89,43,1,N/A,N/A,N/A
1144,大连市人力资源和社会保障局,https://www.butian.net/Company/60828,13,13,1,N/A,N/A,N/A
1145,全军武器装备采购信息网,https://www.butian.net/Company/60824,2,1,0,N/A,N/A,N/A
1146,北京豆果信息技术有限公司,https://www.butian.net/Company/60822,26,11,1,京ICP备09012748号-2,www.douguo.com,企业
1147,浙江警官职业学院,https://www.butian.net/Company/60821,53,20,1,浙ICP备05014591号-1,www.zjjy.edu.cn,事业单位
1148,温州友价网络科技有限公司,https://www.butian.net/Company/60818,0,0,0,浙ICP备12001311号-4,www.yjcode.com,企业
1149,郑州信泽华计算机技术开发有限公司,https://www.butian.net/Company/60812,6,6,0,豫ICP备11020545号-2,www.xzhkj.net,企业
1150,锡林郭勒盟外设计划生育委员会,https://www.butian.net/Company/60807,3,0,0,N/A,N/A,N/A
1151,新城控股集团股份有限公司,https://www.butian.net/Company/60805,29,29,1,苏ICP备08007997号-1,www.900950.com,企业
1152,北京师范大学香港浸会大学联合国际学院,https://www.butian.net/Company/60803,7,5,0,N/A,N/A,N/A
1153,中天金融集团股份有限公司,https://www.butian.net/Company/60800,3,0,0,黔ICP备13005726号-5,www.ztctwnx.cn,企业
1154,杭州博世数据网络有限公司,https://www.butian.net/Company/60794,10,1,0,浙B2-20080045-1,www.xuelecn.com,企业
1155,浙江省测绘与地理信息局,https://www.butian.net/Company/60790,9,9,0,N/A,N/A,N/A
1156,深圳市杨程商贸有限公司,https://www.butian.net/Company/60786,9,5,0,N/A,N/A,N/A
1157,国信电子票据平台信息服务有限公司,https://www.butian.net/Company/60785,7,2,0,京ICP备19009645号-2,www.fapiaoplus.com.cn,企业
1158,北京东方雨虹防水技术有限公司,https://www.butian.net/Company/60783,108,94,1,N/A,N/A,N/A
1159,长沙优学互动信息技术有限公司,https://www.butian.net/Company/60782,8,6,0,湘ICP备15007069号-3,www.shangxueba.com,企业
1160,上海工商职业技术学院,https://www.butian.net/Company/60781,58,0,0,沪ICP备05042296号-3,www.sicp.sh.cn,民办非企业单位
1161,长沙希赛教育科技有限公司,https://www.butian.net/Company/60780,5,5,0,N/A,N/A,N/A
1162,中共鸡西市纪律检查委员会,https://www.butian.net/Company/60772,4,4,0,N/A,N/A,N/A
1163,上海加数信息科技有限公司,https://www.butian.net/Company/60770,0,0,0,沪ICP备17009460号-1,www.jiashudata.com,企业
1164,六安市国土资源局（不动产登记局）,https://www.butian.net/Company/60768,4,0,0,N/A,N/A,N/A
1165,上海易班企业发展有限公司,https://www.butian.net/Company/60743,0,0,0,沪ICP备15046059号-9,www.yooc.me,企业
1166,遂宁市残疾人联合会,https://www.butian.net/Company/60742,1,1,0,N/A,N/A,N/A
1167,陕西铁路工程职业技术学院,https://www.butian.net/Company/60741,32,10,1,陕ICP备06012276号-1,www.sxri.net,事业单位
1168,杭州会搜科技股份有限公司,https://www.butian.net/Company/60737,29,0,0,浙ICP备11003017号-1,www.huisou.com,企业
1169,温州市瓯海区人民政府,https://www.butian.net/Company/60735,5,0,0,N/A,N/A,N/A
1170,中国电信股份有限公司江苏分公司,https://www.butian.net/Company/60734,451,9,0,苏ICP备07500002号-29,www.jsdxii.cn,企业
1171,江山市教育技术中心,https://www.butian.net/Company/60733,0,0,0,N/A,N/A,N/A
1172,巴林左旗人民政府,https://www.butian.net/Company/60732,1,1,0,N/A,N/A,N/A
1173,北京华瑞网研科技有限公司,https://www.butian.net/Company/60730,15,2,0,京ICP备07031973号-17,www.注册局.手机,企业
1174,浙江人众金融服务股份有限公司,https://www.butian.net/Company/60727,1,1,0,N/A,N/A,N/A
1175,厦门欣旅通科技有限公司,https://www.butian.net/Company/60726,3,3,0,闽ICP备2020020944号-1,www.chinaota.com,企业
1176,厦门欣欣信息有限公司,https://www.butian.net/Company/60725,12,10,1,闽ICP备11015723号-1,www.youkeimg.com,企业
1177,武汉市农业科学院,https://www.butian.net/Company/60724,13,13,1,鄂ICP备05000828号-4,www.chinaavf.com,事业单位
1178,重庆工商大学信息化办公室,https://www.butian.net/Company/60723,6,5,0,N/A,N/A,N/A
1179,北京开元周游国际旅行社股份有限公司,https://www.butian.net/Company/60716,31,31,1,京ICP备14033737号-1,www.kaytrip.com,企业
1180,江苏厚学网信息技术股份有限公司,https://www.butian.net/Company/60714,30,0,0,苏ICP备14012599号-1,www.houxue.com,企业
1181,台州市第一人民医院,https://www.butian.net/Company/60711,8,4,0,浙ICP备12014626号-1,www.tzrmyy.cn,事业单位
1182,黄河财产保险股份有限公司,https://www.butian.net/Company/60708,276,180,1,陇ICP备18000789号-1,www.ypic.cn,企业
1183,英典电子商务有限责任公司,https://www.butian.net/Company/60707,15,12,1,N/A,N/A,N/A
1184,台州市中心医院(台州学院附属医院),https://www.butian.net/Company/60706,4,2,0,N/A,N/A,N/A
1185,安徽省民政厅,https://www.butian.net/Company/60705,4,0,0,皖ICP备05012734号-6,www.mz.ah.gov.cn,政府机关
1186,浙江省台州市三门县政府,https://www.butian.net/Company/60704,4,0,0,N/A,N/A,N/A
1187,花瓣网,https://www.butian.net/Company/60702,13,2,0,N/A,N/A,N/A
1188,微微金融,https://www.butian.net/Company/60699,2,0,0,N/A,N/A,N/A
1189,舟山市交通运输局,https://www.butian.net/Company/60695,1,0,0,浙ICP备2022018509号-1,www.zsjtw.zhoushan.gov.cn,政府机关
1190,北京时尚优品网络科技有限公司,https://www.butian.net/Company/60693,3,3,0,N/A,N/A,N/A
1191,宁夏回族自治区财政厅,https://www.butian.net/Company/60691,19,0,0,宁ICP备09001020号-3,www.ccgp-ningxia.gov.cn,政府机关
1192,昆仑联通,https://www.butian.net/Company/60687,3,0,0,N/A,N/A,N/A
1193,saxuecms,https://www.butian.net/Company/60684,17,0,0,N/A,N/A,N/A
1194,云南工程职业学院,https://www.butian.net/Company/60679,24,4,0,滇ICP备12002709号-2,www.ynenc.cn,民办非企业单位
1195,河南振辉软件科技有限公司,https://www.butian.net/Company/60678,19,0,0,豫ICP备14003521号-6,www.hnzhrj.com,企业
1196,合众财产保险股份有限公司,https://www.butian.net/Company/60677,11,11,1,京ICP备15013223号-1,www.union-ins.cn,企业
1197,北京久其软件股份有限公,https://www.butian.net/Company/60676,5,0,0,N/A,N/A,N/A
1198,北京惠买在线网络科技有限公司,https://www.butian.net/Company/60674,19,18,1,N/A,N/A,N/A
1199,佛山市海网电子商务有限公司,https://www.butian.net/Company/60672,31,8,0,N/A,N/A,N/A
1200,大金中国投资有限公司,https://www.butian.net/Company/60671,11,7,0,N/A,N/A,N/A
1201,台州职业技术学院,https://www.butian.net/Company/60670,12,12,1,浙ICP备06013380号-6,www.tzvtc.edu.cn,事业单位
1202,北京亿赛通科技发展有限责任公司,https://www.butian.net/Company/60669,27,17,1,京ICP备14007609号-1,www.esafenet.com,企业
1203,即刻APP,https://www.butian.net/Company/60665,0,0,0,N/A,N/A,N/A
1204,上海冰鉴信息科技有限公司,https://www.butian.net/Company/60664,11,2,0,沪ICP备15035333号-10,www.iklw.cn,企业
1205,上海信息产业（集团）有限公司,https://www.butian.net/Company/60662,1,1,0,N/A,N/A,N/A
1206,远光软件股份有限公司,https://www.butian.net/Company/60660,26,15,1,粤ICP备09066656号-20,www.ygechain.com,企业
1207,牡丹江农业信息中心,https://www.butian.net/Company/60657,3,0,0,N/A,N/A,N/A
1208,厦门市思明区政务信息中心,https://www.butian.net/Company/60656,3,3,0,N/A,N/A,N/A
1209,扬州油软网络科技有限公司,https://www.butian.net/Company/60655,58,22,1,N/A,N/A,N/A
1210,珠海华润银行,https://www.butian.net/Company/60652,2,0,0,N/A,N/A,N/A
1211,温州市公安局鹿城区分局,https://www.butian.net/Company/60651,1,1,0,N/A,N/A,N/A
1212,南京视客网络科技有限公司,https://www.butian.net/Company/60649,45,44,1,苏ICP备12054666号-5,www.vsigo.cn,企业
1213,家园网,https://www.butian.net/Company/60648,4,4,0,N/A,N/A,N/A
1214,南昌市教育局,https://www.butian.net/Company/60645,6,4,0,N/A,N/A,N/A
1215,粉丝网,https://www.butian.net/Company/60643,7,0,0,N/A,N/A,N/A
1216,银行间市场交易商协会,https://www.butian.net/Company/60638,13,13,1,N/A,N/A,N/A
1217,网贷之家,https://www.butian.net/Company/60636,4,1,0,N/A,N/A,N/A
1218,江苏银行股份有限公司,https://www.butian.net/Company/60635,2,0,0,苏ICP备08015799号-1,www.jsbchina.cn,企业
1219,上海顶想信息科技有限公司,https://www.butian.net/Company/60634,32,12,1,沪ICP备12007941号-1,www.topthink.com,企业
1220,浙江易德信息技术有限公司,https://www.butian.net/Company/60633,32,0,0,浙ICP备10011349号-9,www.yide.net,企业
1221,宿松县政府,https://www.butian.net/Company/60632,5,5,0,N/A,N/A,N/A
1222,上海恺英网络科技有限公司,https://www.butian.net/Company/60629,16,5,0,沪ICP备10215773号-5,www.xyxy02.com,企业
1223,广州商淘信息科技有限公司,https://www.butian.net/Company/60627,15,1,0,粤ICP备16056415号-13,www.wststore.net,企业
1224,东吴人寿保险股份有限公司,https://www.butian.net/Company/60625,60,53,1,苏ICP备12029424号-2,www.e-soochowlife.com,企业
1225,长沙市科学技术局,https://www.butian.net/Company/60624,5,0,0,N/A,N/A,N/A
1226,长城宽带网络服务有限公司,https://www.butian.net/Company/60623,65,1,0,京ICP备10212496号-9,www.drbench.cn,企业
1227,北京建工集团有限责任公司,https://www.butian.net/Company/60622,105,0,0,京ICP备13034117号-3,www.bcegc.com,企业
1228,四川省扶贫和移民局,https://www.butian.net/Company/60620,0,0,0,N/A,N/A,N/A
1229,绍兴E网,https://www.butian.net/Company/60618,11,11,1,N/A,N/A,N/A
1230,天津外国语大学附属外国语学校,https://www.butian.net/Company/60617,3,1,0,N/A,N/A,N/A
1231,金联储（北京）金融信息服务有限公司,https://www.butian.net/Company/60616,8,5,0,N/A,N/A,N/A
1232,厦门市中医院,https://www.butian.net/Company/60615,2,2,0,N/A,N/A,N/A
1233,老虎证券,https://www.butian.net/Company/60613,2,2,0,N/A,N/A,N/A
1234,四川建筑职业技术学院,https://www.butian.net/Company/60612,35,5,0,蜀ICP备19001482号-1,www.scac.edu.cn,事业单位
1235,浙江省温州市瑞安市人民政府,https://www.butian.net/Company/60610,6,5,0,N/A,N/A,N/A
1236,上海信贺贸易有限公司,https://www.butian.net/Company/60609,15,8,0,沪ICP备12025358号-10,www.lookcc.cn,企业
1237,安徽省计划生育证件网上申请网,https://www.butian.net/Company/60606,1,0,0,N/A,N/A,N/A
1238,优慕课在线教育科技（北京）有限责任公司,https://www.butian.net/Company/60604,27,18,1,京ICP备15049691号-1,www.theti.org,企业
1239,天马微电子集团,https://www.butian.net/Company/60602,2,0,0,N/A,N/A,N/A
1240,北京金融资产交易所有限公司,https://www.butian.net/Company/60599,0,0,0,京ICP备10051018号-5,www.cfae.cn,企业
1241,福建生物工程职业技术学院,https://www.butian.net/Company/60598,9,9,0,闽ICP备08100850号-2,www.福建生物工程职业技术学院.公益,事业单位
1242,易名小站,https://www.butian.net/Company/60597,1,0,0,N/A,N/A,N/A
1243,天马微电子股份有限公司,https://www.butian.net/Company/60596,14,11,1,粤ICP备12042095号-1,www.tianma.cn,企业
1244,雅座,https://www.butian.net/Company/60595,10,2,0,N/A,N/A,N/A
1245,杭州绿湾网络科技有限公司,https://www.butian.net/Company/60594,1,0,0,浙ICP备14039316号-6,www.lvwan.com,企业
1246,长沙市朗文网络科技有限公司,https://www.butian.net/Company/60592,2,0,0,N/A,N/A,N/A
1247,华融湘江银行,https://www.butian.net/Company/60591,5,2,0,N/A,N/A,N/A
1248,上海有笑网络科技有限公司,https://www.butian.net/Company/60590,0,0,0,N/A,N/A,N/A
1249,四川日报网络传媒发展有限公司,https://www.butian.net/Company/60589,6,1,0,蜀ICP备12028253号-20,www.center.top,企业
1250,佛山欧神诺陶瓷有限公司,https://www.butian.net/Company/60588,27,1,0,粤ICP备05023401号-6,www.myosn.cn,企业
